epoch,lr,train_loss,train_acc,val_loss,val_acc,grad_norm
25.0,0.003928390704036094,0.6158275254582602,0.8464021164021164,1.1132155662548395,0.6395061728395062,6.247388662693214
26.0,0.0038891067969957335,0.6032035797976942,0.8547619047619047,1.1087698181623296,0.6535802469135803,6.092569774757268
27.0,0.0038502157290257757,0.5765447442145576,0.8679365079365079,1.0910502880579163,0.654320987654321,6.127758566508293
28.0,0.003811713571735518,0.5862069745628922,0.8589417989417989,1.1180389592005884,0.6488888888888888,6.001443749493799
29.0,0.003773596436018163,0.5520420721195362,0.8732275132275132,1.0929731226320618,0.6530864197530865,5.798266290982324
30.0,0.0037358604716579806,0.546495882098889,0.8775132275132275,1.1010244938732667,0.6533333333333333,5.995836019524874
31.0,0.003698501866941401,0.5278100069810473,0.8848677248677249,1.0992224235934978,0.6607407407407407,5.6780126832132
32.0,0.0036615168482719875,0.5133504502256079,0.8896296296296297,1.0896161507323938,0.66,5.79445648067748
33.0,0.003624901679789267,0.5068729875415723,0.8910582010582011,1.094485590039948,0.6609876543209876,5.62733599325789
34.0,0.003588652662991375,0.5093650684048889,0.8876190476190476,1.1047315197709167,0.6533333333333333,5.639405693352356
35.0,0.0035527661363614605,0.5007639461673756,0.8875661375661376,1.1099321973883074,0.6567901234567901,5.739218736656928
36.0,0.003517238474997846,0.4798819553693136,0.8984656084656084,1.0884867534213598,0.665679012345679,5.589658088972177
37.0,0.003482066090247867,0.4710550247303393,0.9040211640211641,1.104534434805976,0.6533333333333333,5.462054435312841
38.0,0.0034472454293453885,0.4674228532516136,0.9076719576719576,1.097213798340456,0.6614814814814814,5.4734846995462325
39.0,0.0034127729750519347,0.46303980896536007,0.9075661375661376,1.1138553735485783,0.6553086419753087,5.475340368401642
40.0,0.0033786452453014155,0.4438494384508284,0.9130158730158731,1.0959736844627948,0.6646913580246914,5.215819187332592
41.0,0.0033448587928484015,0.4571472488759055,0.9117989417989418,1.1146040801036505,0.6587654320987655,5.377736922256085
42.0,0.0033114102049199173,0.44296442380329915,0.913068783068783,1.112738479683723,0.6577777777777778,5.219838501422325
43.0,0.003278296102870718,0.42399519249472045,0.9188888888888889,1.1086178489296525,0.6659259259259259,5.21589514309193
44.0,0.003245513141842011,0.42242836839585074,0.9192063492063492,1.0974274446605163,0.6632098765432098,5.156498757772946
45.0,0.0032130580104235908,0.4144874270386166,0.9212169312169313,1.1094654391206342,0.6634567901234568,5.018558675382303
46.0,0.003180927430319355,0.41206754254386535,0.922962962962963,1.119047843918977,0.6607407407407407,5.158212239655988
47.0,0.003149118156016161,0.4010334078872015,0.9270899470899471,1.1132209171106786,0.6609876543209876,4.950017924528485
48.0,0.003117626974456,0.43217494609873125,0.9064021164021164,1.1744699275110975,0.6481481481481481,4.9585513055409365
49.0,0.00308645070471144,0.38838213554210754,0.93,1.1171782239348802,0.6639506172839507,4.898730837898259
50.0,0.003055586197664325,0.3844064789247261,0.9282010582010582,1.1194097435268355,0.66,4.83536312857315
